month,year,airline_id,unique_carrier,carrier_name,tdomt_gallons,total_gallons,tdomt_cost,total_cost
1,2017,21352,0WQ,Avjet Corporation,21569,26018,66217,81258
1,2017,21492,1BQ,"Dynamic Airways, LLC",4597,219309,32362,1541032
1,2017,21645,23Q,Songbird Airways Inc.,2013,82901,4005,164931
1,2017,21652,27Q,"Jet Aviation Flight Services, Inc.",0,0,0,0
1,2017,20408,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,343787,343787,764031,764031
1,2017,19917,5X,United Parcel Service,34644000,64379000,53132000,95066000
1,2017,20007,5Y,Atlas Air Inc.,6480235,30535372,12025032,55382146
1,2017,19874,8C,Air Transport International,47241,602543,59783,1124468
1,2017,20363,9E,Endeavor Air Inc.,0,0,0,0
1,2017,20190,9S,Southern Air Inc.,718335,5451526,1508503,11448204
1,2017,19805,AA,American Airlines Inc.,174090394,281546168,267005785,440888323
1,2017,20453,ABX,ABX Air Inc,17328,17328,29284,29284
1,2017,19930,AS,Alaska Airlines Inc.,39098220,39857764,68433988,69840329
1,2017,20409,B6,JetBlue Airways,52620184,65243539,88828064,110137331
1,2017,21167,CP,Compass Airlines,0,0,0,0
1,2017,19790,DL,Delta Air Lines Inc.,152284041,258186982,254460963,430704972
1,2017,21650,EE,Eastern Airlines Group Inc.,148320,427760,280325,808467
1,2017,20366,EV,ExpressJet Airlines Inc.,87798,87798,241962,241962
1,2017,20436,F9,Frontier Airlines Inc.,17288699,18870467,26871434,29538698
1,2017,20107,FX,Federal Express Corporation,58142242,91096231,91498000,145833000
1,2017,20368,G4,Allegiant Air,14466463,14466463,26151460,26151460
1,2017,20500,G7,GoJet Airlines LLC d/b/a United Express,0,0,0,0
1,2017,20166,GFQ,Gulf And Caribbean Cargo,72400,168885,152176,363632
1,2017,20402,GL,Miami Air International,340111,707760,741648,1545829
1,2017,19690,HA,Hawaiian Airlines Inc.,14166464,21508669,22776163,34732170
1,2017,20310,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",82209,94508,173913,199931
1,2017,20370,KAQ,Kalitta Air LLC,547707,3573983,904665,6464788
1,2017,21629,KD,Western Global,313863,656035,635754,1323075
1,2017,21634,KH,Aloha Air Cargo,436860,436860,723082,723082
1,2017,20372,KLQ,Kalitta Charters II,69542,108463,145734,236185
1,2017,20169,L2,Lynden Air Cargo Airlines,168849,185756,420337,446461
1,2017,20151,M6,Amerijet International,196716,1620745,356069,2933659
1,2017,20398,MQ,Envoy Air,0,0,0,0
1,2017,20405,N8,National Air Cargo Group Inc d/ba National Airlines,130949,1243257,308864,2577877
1,2017,20108,NC,Northern Air Cargo Inc.,365193,366428,655609,657933
1,2017,20416,NK,Spirit Air Lines,24523033,26626529,42391182,46027342
1,2017,20397,OH,PSA Airlines Inc.,0,0,0,0
1,2017,20304,OO,SkyWest Airlines Inc.,5631031,5631031,11005676,11005676
1,2017,20177,PFQ,Asia Pacific,0,287340,0,540515
1,2017,20100,PO,Polar Air Cargo Airways,2972233,16104914,4932681,25484154
1,2017,20149,PRQ,Florida West Airlines Inc.,0,0,0,0
1,2017,19687,QX,Horizon Air,0,0,0,0
1,2017,20422,SY,Sun Country Airlines d/b/a MN Airlines,3884944,5599729,6660467,9815727
1,2017,20447,U7,USA Jet Airlines Inc.,277568,283875,482968,498125
1,2017,19977,UA,United Air Lines Inc.,115242670,255048319,182772832,412500789
1,2017,21171,VX,Virgin America,15928312,16104407,24994366,25309253
1,2017,20195,WI,Sky Lease Cargo,0,0,0,0
1,2017,20287,WP,Island Air Hawaii,195365,195365,329664,329664
1,2017,20377,X9,Omni Air International LLC,481822,3338563,880829,6853257
1,2017,20207,XP,XTRA Airways,359944,699293,716107,1391240
1,2017,20378,YV,Mesa Airlines Inc.,0,0,0,0
1,2017,20452,YX,Republic Airline,0,0,0,0
1,2017,20046,ZW,Air Wisconsin Airlines Corp,3636,3636,12151,12151
1,2017,19393,WN,Southwest Airlines Co.,162340545,163668244,288448797,291146135
2,2017,21161,09Q,"Swift Air, LLC",265742,350079,702645,897782
2,2017,21352,0WQ,Avjet Corporation,21244,21244,66921,66921
2,2017,21492,1BQ,"Dynamic Airways, LLC",7185,172801,31217,743252
2,2017,21645,23Q,Songbird Airways Inc.,3594,15455,7150,30747
2,2017,21652,27Q,"Jet Aviation Flight Services, Inc.",0,0,0,0
2,2017,20408,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,320791,320791,773434,773434
2,2017,19917,5X,United Parcel Service,31215000,54747000,50872000,87203000
2,2017,20007,5Y,Atlas Air Inc.,5198635,24840589,9740436,45838086
2,2017,19874,8C,Air Transport International,34785,600741,69584,1155251
2,2017,20363,9E,Endeavor Air Inc.,0,0,0,0
2,2017,20190,9S,Southern Air Inc.,631507,5296073,1326164,11161752
2,2017,19805,AA,American Airlines Inc.,157287982,251931550,248053440,405710427
2,2017,20453,ABX,ABX Air Inc,16484,16484,31949,31949
2,2017,19930,AS,Alaska Airlines Inc.,35037875,35759665,62678787,64013203
2,2017,20409,B6,JetBlue Airways,47246508,58336161,80630770,99556083
2,2017,21167,CP,Compass Airlines,0,0,0,0
2,2017,19790,DL,Delta Air Lines Inc.,141386742,232594072,254905563,418711893
2,2017,21650,EE,Eastern Airlines Group Inc.,195280,439920,382749,862243
2,2017,20366,EV,ExpressJet Airlines Inc.,81082,81082,232197,232197
2,2017,20436,F9,Frontier Airlines Inc.,15078298,16526900,23575186,26047170
2,2017,20107,FX,Federal Express Corporation,55439394,84828338,88442339,137737339
2,2017,20368,G4,Allegiant Air,14160937,14160937,25981537,25981537
2,2017,20500,G7,GoJet Airlines LLC d/b/a United Express,0,0,0,0
2,2017,20166,GFQ,Gulf And Caribbean Cargo,186379,268116,409305,597244
2,2017,20402,GL,Miami Air International,316608,570930,706381,1273796
2,2017,19690,HA,Hawaiian Airlines Inc.,12544537,18921063,20326816,30774106
2,2017,20310,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",68463,256150,49753,186146
2,2017,20370,KAQ,Kalitta Air LLC,325001,2846293,564981,5365009
2,2017,21629,KD,Western Global,115340,366045,262337,753479
2,2017,21634,KH,Aloha Air Cargo,406852,406852,675557,675557
2,2017,20372,KLQ,Kalitta Charters II,202439,205184,469427,476646
2,2017,20169,L2,Lynden Air Cargo Airlines,104445,122220,220721,262670
2,2017,20151,M6,Amerijet International,214039,1646861,386037,2970251
2,2017,20398,MQ,Envoy Air,0,0,0,0
2,2017,20405,N8,National Air Cargo Group Inc d/ba National Airlines,249616,891013,644218,1904522
2,2017,20108,NC,Northern Air Cargo Inc.,347703,347703,637568,637568
2,2017,20416,NK,Spirit Air Lines,22653257,24596370,41752070,45333409
2,2017,20397,OH,PSA Airlines Inc.,0,0,0,0
2,2017,20304,OO,SkyWest Airlines Inc.,5229066,5229066,10371801,10371801
2,2017,20177,PFQ,Asia Pacific,0,267200,0,559539
2,2017,20100,PO,Polar Air Cargo Airways,2576212,13659238,4266025,22085547
2,2017,20149,PRQ,Florida West Airlines Inc.,0,0,0,0
2,2017,19687,QX,Horizon Air,0,0,0,0
2,2017,20422,SY,Sun Country Airlines d/b/a MN Airlines,3395917,5660878,6643017,10983116
2,2017,20447,U7,USA Jet Airlines Inc.,266066,267542,470937,474553
2,2017,19977,UA,United Air Lines Inc.,106044579,230552207,170922024,376303117
2,2017,21171,VX,Virgin America,13829887,13977260,22065760,22330825
2,2017,20195,WI,Sky Lease Cargo,0,0,0,0
2,2017,20287,WP,Island Air Hawaii,207976,207976,367638,367638
2,2017,20377,X9,Omni Air International LLC,469749,3189352,1031048,5596314
2,2017,20207,XP,XTRA Airways,195487,462446,388920,920034
2,2017,20378,YV,Mesa Airlines Inc.,0,0,0,0
2,2017,20452,YX,Republic Airline,0,0,0,0
2,2017,20046,ZW,Air Wisconsin Airlines Corp,4302,4302,13989,13989
2,2017,19393,WN,Southwest Airlines Co.,144819523,146176836,266514157,269270544
3,2017,21161,09Q,"Swift Air, LLC",518628,636594,1355814,1568149
3,2017,21352,0WQ,Avjet Corporation,25331,27071,83338,87410
3,2017,21492,1BQ,"Dynamic Airways, LLC",3381,148706,19298,839034
3,2017,21645,23Q,Songbird Airways Inc.,0,0,0,0
3,2017,21652,27Q,"Jet Aviation Flight Services, Inc.",0,0,0,0
3,2017,20408,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,428332,428332,1000031,1000031
3,2017,19917,5X,United Parcel Service,36362000,67790000,57057000,105167000
3,2017,20007,5Y,Atlas Air Inc.,6946147,31757150,13063892,58120920
3,2017,19874,8C,Air Transport International,22706,612181,50475,1187478
3,2017,20363,9E,Endeavor Air Inc.,0,0,0,0
3,2017,20190,9S,Southern Air Inc.,913028,6384736,1917359,13407946
3,2017,19805,AA,American Airlines Inc.,185203987,297980337,286585329,470399431
3,2017,20453,ABX,ABX Air Inc,24522,24522,43887,43887
3,2017,19930,AS,Alaska Airlines Inc.,41707157,42521771,73488764,74943613
3,2017,20409,B6,JetBlue Airways,54828098,67293849,92005424,112926057
3,2017,21167,CP,Compass Airlines,0,0,0,0
3,2017,19790,DL,Delta Air Lines Inc.,173731457,282647518,291972249,474280366
3,2017,21650,EE,Eastern Airlines Group Inc.,216240,520480,395719,952478
3,2017,20366,EV,ExpressJet Airlines Inc.,94607,94607,257077,257077
3,2017,20436,F9,Frontier Airlines Inc.,17167354,18790131,26067753,28765881
3,2017,20107,FX,Federal Express Corporation,65096201,101281769,100164429,160026826
3,2017,20368,G4,Allegiant Air,18222665,18222665,32316022,32316022
3,2017,20500,G7,GoJet Airlines LLC d/b/a United Express,0,0,0,0
3,2017,20166,GFQ,Gulf And Caribbean Cargo,153648,303908,312181,641779
3,2017,20402,GL,Miami Air International,438379,786515,1004239,1801749
3,2017,19690,HA,Hawaiian Airlines Inc.,14071549,21307977,22225149,33935069
3,2017,20310,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",29956,253687,15757,133443
3,2017,20370,KAQ,Kalitta Air LLC,634541,3440566,983544,6234741
3,2017,21629,KD,Western Global,497954,1600468,1033416,3156352
3,2017,21634,KH,Aloha Air Cargo,447281,447281,718601,718601
3,2017,20372,KLQ,Kalitta Charters II,122615,166560,280014,377175
3,2017,20169,L2,Lynden Air Cargo Airlines,136075,136075,285150,285150
3,2017,20151,M6,Amerijet International,266851,1834172,465339,3198462
3,2017,20398,MQ,Envoy Air,0,0,0,0
3,2017,20405,N8,National Air Cargo Group Inc d/ba National Airlines,284779,1175172,714492,2537172
3,2017,20108,NC,Northern Air Cargo Inc.,476781,483373,837509,849333
3,2017,20416,NK,Spirit Air Lines,25669048,27840616,44644241,48421086
3,2017,20397,OH,PSA Airlines Inc.,0,0,0,0
3,2017,20304,OO,SkyWest Airlines Inc.,6327013,6327013,12209334,12209334
3,2017,20177,PFQ,Asia Pacific,0,281235,0,637370
3,2017,20100,PO,Polar Air Cargo Airways,3345667,17897396,5396326,29178788
3,2017,19687,QX,Horizon Air,0,0,0,0
3,2017,20422,SY,Sun Country Airlines d/b/a MN Airlines,4271838,6781024,7986548,12658665
3,2017,20447,U7,USA Jet Airlines Inc.,381138,387063,648316,663780
3,2017,19977,UA,United Air Lines Inc.,131555230,274711210,207034297,441695391
3,2017,21171,VX,Virgin America,15807018,15989796,24430092,24747148
3,2017,20195,WI,Sky Lease Cargo,0,0,0,0
3,2017,20287,WP,Island Air Hawaii,254069,254069,437911,437911
3,2017,20377,X9,Omni Air International LLC,349441,3096905,596824,6098404
3,2017,20207,XP,XTRA Airways,270546,607683,538250,1208982
3,2017,20378,YV,Mesa Airlines Inc.,0,0,0,0
3,2017,20452,YX,Republic Airline,0,0,0,0
3,2017,20046,ZW,Air Wisconsin Airlines Corp,3417,3417,11510,11510
3,2017,19393,WN,Southwest Airlines Co.,176455638,178011428,316631120,319793282
4,2017,21161,09Q,"Swift Air, LLC",315422,439329,930574,1123023
4,2017,21352,0WQ,Avjet Corporation,24181,24181,78587,78587
4,2017,21492,1BQ,"Dynamic Airways, LLC",0,434772,0,799372
4,2017,21645,23Q,Songbird Airways Inc.,0,0,0,0
4,2017,21652,27Q,"Jet Aviation Flight Services, Inc.",0,0,0,0
4,2017,20408,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,334666,334666,769912,769912
4,2017,19917,5X,United Parcel Service,33287000,62534000,53185000,97018000
4,2017,20007,5Y,Atlas Air Inc.,7265951,32716779,13428495,59001543
4,2017,19874,8C,Air Transport International,28212,597892,64599,1136777
4,2017,20363,9E,Endeavor Air Inc.,0,0,0,0
4,2017,20190,9S,Southern Air Inc.,737333,6114526,1548399,12840504
4,2017,19805,AA,American Airlines Inc.,174740655,293519381,270991067,463057869
4,2017,20453,ABX,ABX Air Inc,55914,55914,95853,95853
4,2017,19930,AS,Alaska Airlines Inc.,40727280,41438274,71986618,73280450
4,2017,20409,B6,JetBlue Airways,54391710,66754669,90771586,111403505
4,2017,21167,CP,Compass Airlines,0,0,0,0
4,2017,19790,DL,Delta Air Lines Inc.,159491723,276154416,270564166,467695114
4,2017,21650,EE,Eastern Airlines Group Inc.,63200,403600,117552,750696
4,2017,20366,EV,ExpressJet Airlines Inc.,100179,100179,274593,274593
4,2017,20436,F9,Frontier Airlines Inc.,17205721,18652207,26224109,28618976
4,2017,20107,FX,Federal Express Corporation,58287307,93372724,90913000,147987000
4,2017,20368,G4,Allegiant Air,15957439,15957439,28584598,28584598
4,2017,20500,G7,GoJet Airlines LLC d/b/a United Express,0,0,0,0
4,2017,20166,GFQ,Gulf And Caribbean Cargo,119572,204125,240225,427513
4,2017,20402,GL,Miami Air International,358934,628025,815200,1426351
4,2017,19690,HA,Hawaiian Airlines Inc.,13662772,20592990,21684775,32611536
4,2017,20310,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",6433,215268,821,27465
4,2017,20370,KAQ,Kalitta Air LLC,788861,4203311,1304710,7901492
4,2017,21629,KD,Western Global,341497,988503,720206,2094221
4,2017,21634,KH,Aloha Air Cargo,427115,427115,686737,686737
4,2017,20372,KLQ,Kalitta Charters II,79461,95918,181097,219330
4,2017,20169,L2,Lynden Air Cargo Airlines,141851,158955,281504,320239
4,2017,20151,M6,Amerijet International,206657,1620026,363254,2847623
4,2017,20398,MQ,Envoy Air,0,0,0,0
4,2017,20405,N8,National Air Cargo Group Inc d/ba National Airlines,199156,1127142,497064,2227304
4,2017,20108,NC,Northern Air Cargo Inc.,395668,398710,702806,708185
4,2017,20416,NK,Spirit Air Lines,25480486,27726318,44252004,48152344
4,2017,20397,OH,PSA Airlines Inc.,0,0,0,0
4,2017,20304,OO,SkyWest Airlines Inc.,6298173,6298173,12295026,12295026
4,2017,20177,PFQ,Asia Pacific,0,260657,0,497855
4,2017,20100,PO,Polar Air Cargo Airways,3392925,16841471,5204366,26556206
4,2017,19687,QX,Horizon Air,0,0,0,0
4,2017,20422,SY,Sun Country Airlines d/b/a MN Airlines,3840520,5332266,7445467,10231860
4,2017,20447,U7,USA Jet Airlines Inc.,316858,334392,535490,578098
4,2017,19977,UA,United Air Lines Inc.,125813183,269247055,197799156,428188923
4,2017,21171,VX,Virgin America,15752532,15959372,24813227,25178808
4,2017,20195,WI,Sky Lease Cargo,0,0,0,0
4,2017,20287,WP,Island Air Hawaii,264308,264308,436117,436117
4,2017,20377,X9,Omni Air International LLC,325043,3119665,586636,5729530
4,2017,20207,XP,XTRA Airways,88573,424248,176216,844040
4,2017,20378,YV,Mesa Airlines Inc.,0,0,0,0
4,2017,20452,YX,Republic Airline,0,0,0,0
4,2017,20046,ZW,Air Wisconsin Airlines Corp,6569,6569,21186,21186
4,2017,19393,WN,Southwest Airlines Co.,174800743,176661619,316399169,320122768
5,2017,21161,09Q,"Swift Air, LLC",264982,345104,707943,887853
5,2017,21352,0WQ,Avjet Corporation,20236,20236,63541,63541
5,2017,21492,1BQ,"Dynamic Airways, LLC",221152,407884,350330,888762
5,2017,21645,23Q,Songbird Airways Inc.,0,0,0,0
5,2017,21652,27Q,"Jet Aviation Flight Services, Inc.",0,0,0,0
5,2017,20408,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,432867,432867,941077,941077
5,2017,19917,5X,United Parcel Service,36986000,68074000,55306000,101275000
5,2017,20007,5Y,Atlas Air Inc.,8327603,36604056,14288848,65165815
5,2017,19874,8C,Air Transport International,29957,627245,68983,1203533
5,2017,20363,9E,Endeavor Air Inc.,0,0,0,0
5,2017,20190,9S,Southern Air Inc.,782631,6216970,1643525,13055637
5,2017,19805,AA,American Airlines Inc.,184950607,316861045,275459168,483472623
5,2017,20453,ABX,ABX Air Inc,29271,29271,48005,48005
5,2017,19930,AS,Alaska Airlines Inc.,42011843,42468870,70461951,71267705
5,2017,20409,B6,JetBlue Airways,54864422,66782697,88155076,107305126
5,2017,21167,CP,Compass Airlines,0,0,0,0
5,2017,19790,DL,Delta Air Lines Inc.,172868906,297988933,293977963,505968071
5,2017,21650,EE,Eastern Airlines Group Inc.,33040,239920,57490,417461
5,2017,20366,EV,ExpressJet Airlines Inc.,104685,104685,264323,264323
5,2017,20436,F9,Frontier Airlines Inc.,18893480,20112257,27255359,29205108
5,2017,20107,FX,Federal Express Corporation,58766605,95993283,85946421,145310421
5,2017,20368,G4,Allegiant Air,15460025,15460025,26166845,26166845
5,2017,20500,G7,GoJet Airlines LLC d/b/a United Express,0,0,0,0
5,2017,20166,GFQ,Gulf And Caribbean Cargo,204384,428488,395106,845057
5,2017,20402,GL,Miami Air International,237296,468363,511850,1010263
5,2017,19690,HA,Hawaiian Airlines Inc.,14425410,21576830,21727441,32841417
5,2017,20310,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",3104,235358,586,44422
5,2017,20370,KAQ,Kalitta Air LLC,830460,4345315,1290753,7755903
5,2017,21629,KD,Western Global,777025,2737032,1681942,5312917
5,2017,21634,KH,Aloha Air Cargo,446198,446198,685578,685578
5,2017,20372,KLQ,Kalitta Charters II,177695,265314,381694,566479
5,2017,20169,L2,Lynden Air Cargo Airlines,167770,167770,348398,348398
5,2017,20151,M6,Amerijet International,273866,1826508,468120,3122054
5,2017,20398,MQ,Envoy Air,0,0,0,0
5,2017,20405,N8,National Air Cargo Group Inc d/ba National Airlines,102838,1296511,218715,2545697
5,2017,20108,NC,Northern Air Cargo Inc.,398594,398594,672293,672293
5,2017,20416,NK,Spirit Air Lines,25642228,28240339,41968961,46221323
5,2017,20397,OH,PSA Airlines Inc.,0,0,0,0
5,2017,20304,OO,SkyWest Airlines Inc.,6492944,6492944,12279100,12279100
5,2017,20177,PFQ,Asia Pacific,0,286157,0,545208
5,2017,20100,PO,Polar Air Cargo Airways,3003912,15901253,4657122,25313612
5,2017,19687,QX,Horizon Air,0,0,0,0
5,2017,20422,SY,Sun Country Airlines d/b/a MN Airlines,3715351,4128482,7012131,7763996
5,2017,20447,U7,USA Jet Airlines Inc.,562261,581468,905240,951913
5,2017,19977,UA,United Air Lines Inc.,136992444,291602347,205921730,448315754
5,2017,21171,VX,Virgin America,17037849,17226228,25009576,25325142
5,2017,20195,WI,Sky Lease Cargo,1959,1657934,3549,2862710
5,2017,20287,WP,Island Air Hawaii,246723,246723,402073,402073
5,2017,20377,X9,Omni Air International LLC,493558,2772831,879568,5146794
5,2017,20207,XP,XTRA Airways,116089,429178,230959,853848
5,2017,20378,YV,Mesa Airlines Inc.,0,0,0,0
5,2017,20452,YX,Republic Airline,0,0,0,0
5,2017,20046,ZW,Air Wisconsin Airlines Corp,9096,9096,29646,29646
5,2017,19393,WN,Southwest Airlines Co.,175047875,176809930,310447072,313718151
6,2017,21161,09Q,"Swift Air, LLC",343701,407501,596442,668433
6,2017,21352,0WQ,Avjet Corporation,21206,21206,62770,62770
6,2017,21492,1BQ,"Dynamic Airways, LLC",8397,653120,26793,1110889
6,2017,21645,23Q,Songbird Airways Inc.,0,0,0,0
6,2017,21652,27Q,"Jet Aviation Flight Services, Inc.",0,0,0,0
6,2017,20408,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,503565,503565,1140102,1140102
6,2017,19917,5X,United Parcel Service,37234000,69020000,53471000,98757000
6,2017,20007,5Y,Atlas Air Inc.,8617482,36142526,15200722,64591487
6,2017,19874,8C,Air Transport International,20189,617009,42153,1202651
6,2017,20363,9E,Endeavor Air Inc.,0,0,0,0
6,2017,20190,9S,Southern Air Inc.,792960,6562085,1665216,13780379
6,2017,19805,AA,American Airlines Inc.,190611989,323711138,267101917,467529063
6,2017,20453,ABX,ABX Air Inc,93272,93272,143639,143639
6,2017,19930,AS,Alaska Airlines Inc.,43054527,43528091,70305517,71112095
6,2017,20409,B6,JetBlue Airways,55411950,68337422,86224125,106336890
6,2017,21167,CP,Compass Airlines,0,0,0,0
6,2017,19790,DL,Delta Air Lines Inc.,182177909,321313848,298982922,526504440
6,2017,21650,EE,Eastern Airlines Group Inc.,3200,249760,5376,419597
6,2017,20366,EV,ExpressJet Airlines Inc.,14037,14037,80785,80785
6,2017,20436,F9,Frontier Airlines Inc.,19568585,20723521,26852011,28633297
6,2017,20107,FX,Federal Express Corporation,60279995,96719275,84463000,140349000
6,2017,20368,G4,Allegiant Air,18440370,18440370,30242275,30242275
6,2017,20500,G7,GoJet Airlines LLC d/b/a United Express,0,0,0,0
6,2017,20166,GFQ,Gulf And Caribbean Cargo,212857,503430,380258,927481
6,2017,20402,GL,Miami Air International,292920,457985,661021,1033516
6,2017,19690,HA,Hawaiian Airlines Inc.,15300516,22336661,22502209,33069900
6,2017,20370,KAQ,Kalitta Air LLC,407415,3992915,672897,7192045
6,2017,21634,KH,Aloha Air Cargo,435471,435471,650255,650255
6,2017,20372,KLQ,Kalitta Charters II,183748,309284,404953,674235
6,2017,20169,L2,Lynden Air Cargo Airlines,245288,311281,508406,652532
6,2017,20151,M6,Amerijet International,274254,2059940,467255,3509585
6,2017,20398,MQ,Envoy Air,0,0,0,0
6,2017,20405,N8,National Air Cargo Group Inc d/ba National Airlines,207401,836365,548121,1762106
6,2017,20108,NC,Northern Air Cargo Inc.,562388,562388,955645,955645
6,2017,20416,NK,Spirit Air Lines,29420506,30742430,45859708,47920280
6,2017,20397,OH,PSA Airlines Inc.,0,0,0,0
6,2017,20304,OO,SkyWest Airlines Inc.,6696044,6696044,11958643,11958643
6,2017,20177,PFQ,Asia Pacific,0,271285,0,511364
6,2017,20100,PO,Polar Air Cargo Airways,3304234,17146933,4895835,26312312
6,2017,19687,QX,Horizon Air,0,0,0,0
6,2017,20422,SY,Sun Country Airlines d/b/a MN Airlines,4207451,4845043,7437040,8547452
6,2017,20447,U7,USA Jet Airlines Inc.,641654,691036,988147,1122688
6,2017,19977,UA,United Air Lines Inc.,147787575,306364200,213166688,452298657
6,2017,21171,VX,Virgin America,17705692,17917675,24936051,25274977
6,2017,20195,WI,Sky Lease Cargo,0,1689270,0,2882444
6,2017,20287,WP,Island Air Hawaii,352203,352203,560715,560715
6,2017,20377,X9,Omni Air International LLC,727326,3157092,1523815,6346101
6,2017,20207,XP,XTRA Airways,49032,259711,97549,516694
6,2017,20378,YV,Mesa Airlines Inc.,0,0,0,0
6,2017,20452,YX,Republic Airline,0,0,0,0
6,2017,20046,ZW,Air Wisconsin Airlines Corp,5082,5082,15632,15632
6,2017,19393,WN,Southwest Airlines Co.,180817409,183004072,304998125,308989857
7,2017,21161,09Q,"Swift Air, LLC",269928,361999,710238,841650
7,2017,21352,0WQ,Avjet Corporation,26331,26331,78467,78467
7,2017,21492,1BQ,"Dynamic Airways, LLC",375473,630245,571635,1055201
7,2017,21645,23Q,Songbird Airways Inc.,0,0,0,0
7,2017,21652,27Q,"Jet Aviation Flight Services, Inc.",0,0,0,0
7,2017,20408,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,503327,503327,1038493,1038493
7,2017,19917,5X,United Parcel Service,35444000,67243000,52018000,96297000
7,2017,20007,5Y,Atlas Air Inc.,9165574,38458246,14404333,63567341
7,2017,19874,8C,Air Transport International,23508,623150,37925,1199204
7,2017,20363,9E,Endeavor Air Inc.,0,0,0,0
7,2017,20190,9S,Southern Air Inc.,716129,6709429,1503871,14089801
7,2017,19805,AA,American Airlines Inc.,198270086,338445228,281636177,492481518
7,2017,20453,ABX,ABX Air Inc,35785,35785,64195,64195
7,2017,19930,AS,Alaska Airlines Inc.,44702939,45137382,74117433,74880696
7,2017,20409,B6,JetBlue Airways,58409734,73698512,91168434,115031818
7,2017,21167,CP,Compass Airlines,0,0,0,0
7,2017,19790,DL,Delta Air Lines Inc.,191063533,336013082,318321781,558943709
7,2017,21650,EE,Eastern Airlines Group Inc.,1920,280480,3206,468401
7,2017,20366,EV,ExpressJet Airlines Inc.,108679,108679,75814,75814
7,2017,20436,F9,Frontier Airlines Inc.,20736474,22292839,28849738,31189729
7,2017,20107,FX,Federal Express Corporation,55252278,92766262,79483000,135898000
7,2017,20368,G4,Allegiant Air,18881989,18881989,31523539,31523539
7,2017,20500,G7,GoJet Airlines LLC d/b/a United Express,0,0,0,0
7,2017,20166,GFQ,Gulf And Caribbean Cargo,170384,333892,348869,729503
7,2017,20402,GL,Miami Air International,202112,405223,460260,922795
7,2017,19690,HA,Hawaiian Airlines Inc.,15648967,22875940,23256887,33777714
7,2017,20370,KAQ,Kalitta Air LLC,1359305,5673017,2165703,9830264
7,2017,21629,KD,Western Global,941625,1993708,2222268,4427514
7,2017,21634,KH,Aloha Air Cargo,414024,414024,614620,614620
7,2017,20372,KLQ,Kalitta Charters II,75005,114339,158711,246655
7,2017,20169,L2,Lynden Air Cargo Airlines,315006,315006,648926,648926
7,2017,20151,M6,Amerijet International,246657,1831679,404349,3002704
7,2017,20398,MQ,Envoy Air,0,0,0,0
7,2017,20405,N8,National Air Cargo Group Inc d/ba National Airlines,174020,527273,444253,1091312
7,2017,20108,NC,Northern Air Cargo Inc.,567281,567281,951386,951386
7,2017,20416,NK,Spirit Air Lines,29370164,31993643,46524442,50680220
7,2017,20397,OH,PSA Airlines Inc.,0,0,0,0
7,2017,20304,OO,SkyWest Airlines Inc.,6863914,6863914,12687143,12687143
7,2017,20177,PFQ,Asia Pacific,0,303964,0,546956
7,2017,20100,PO,Polar Air Cargo Airways,3109539,16771423,4676362,25579664
7,2017,19687,QX,Horizon Air,0,0,0,0
7,2017,20422,SY,Sun Country Airlines d/b/a MN Airlines,4623556,5363474,8213389,9532980
7,2017,20447,U7,USA Jet Airlines Inc.,455983,487672,706774,779342
7,2017,19977,UA,United Air Lines Inc.,153765967,321423462,222524850,470835673
7,2017,21171,VX,Virgin America,18301668,18541792,27028971,27421885
7,2017,20195,WI,Sky Lease Cargo,0,1447168,0,2450131
7,2017,20310,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",10821,312284,8177,235970
7,2017,20287,WP,Island Air Hawaii,418321,418321,656047,656047
7,2017,20377,X9,Omni Air International LLC,496268,3627226,1056958,6952013
7,2017,20207,XP,XTRA Airways,114034,626693,226870,1246803
7,2017,20378,YV,Mesa Airlines Inc.,0,0,0,0
7,2017,20452,YX,Republic Airline,0,0,0,0
7,2017,20046,ZW,Air Wisconsin Airlines Corp,7268,7268,22107,22107
7,2017,19393,WN,Southwest Airlines Co.,185951899,189005940,314713847,320098115
8,2017,21161,09Q,"Swift Air, LLC",250019,390006,706936,962108
8,2017,21352,0WQ,Avjet Corporation,24795,26496,78602,83247
8,2017,21645,23Q,Songbird Airways Inc.,0,0,0,0
8,2017,21652,27Q,"Jet Aviation Flight Services, Inc.",0,0,0,0
